Loyalty Number,Country,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,FlightInactivity,RedemptionDormancy,RawSlope,NormalizedMomentum,BDS,Class,Churned,churn_prob,churn_prediction,churn_risk_tier,churn_prediction_conservative,months_since_last_flight,flights_last_12m,redemption_rate,loyalty_card_ordinal,tenure_months,cluster_id,archetype,umap_x,umap_y
780728,Canada,Yukon,Whitehorse,Y2K 6R0,Female,College,,Single,Star,4520.34,Standard,2017,1,,,0.0909090909090909,0.8181818181818182,491.6,0.7533697245173213,0.3558072644629854,0,0,0.03389393,0,Low,0,1,20,0.0129976316679824,1,10,1,Budget Explorers,18.857042,2.3272216
389995,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Star,4522.88,Standard,2013,4,,,0.0,0.0,343.8,0.6843057709054609,0.0947082687283617,0,0,0.014080841,0,Low,0,0,17,0.0158401758582789,1,55,1,Budget Explorers,15.149706,3.4245875
682288,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Single,Star,4524.64,Standard,2012,8,,,0.0909090909090909,1.0,-45.7,0.502300290987872,0.4856735490672748,0,0,0.0017389859,0,Low,0,1,20,0.0,1,63,1,Budget Explorers,19.017591,2.3628364
267951,Canada,Quebec,Montreal,H4G 3T4,Female,College,,Single,Star,4526.61,Standard,2014,12,,,0.0,0.1818181818181818,299.7818181818182,0.6637369639557359,0.1554243653587337,0,0,0.005596964,0,Low,0,0,17,0.0162390829694323,1,35,1,Budget Explorers,15.201804,3.3637826
742886,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,83378.0,Married,Star,4528.5,Standard,2015,4,,,0.0,0.0909090909090909,65.13636363636364,0.554091884199571,0.1610451620128559,0,0,0.014445972,0,Low,0,0,14,0.0521728092074641,1,31,1,Budget Explorers,13.254009,2.148937
379716,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Married,Star,4529.11,Standard,2015,9,,,0.0,0.3636363636363636,431.8727272727273,0.7254603767974342,0.1914527960516788,0,0,0.0066224094,0,Low,0,0,30,0.0196826420230675,1,26,1,Budget Explorers,17.091774,7.31757
955633,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,49253.0,Married,Star,4531.37,Standard,2014,7,,,0.0,0.0909090909090909,525.9818181818182,0.7694356534483126,0.0964420312382335,0,0,0.016176904,0,Low,0,0,16,0.0198233289281491,1,40,1,Budget Explorers,14.618411,2.5665855
902690,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,68363.0,Married,Star,4538.12,Standard,2014,2,,,0.0909090909090909,1.0,98.30909090909093,0.5695928293791551,0.4654857875498898,0,0,0.07451262,0,Low,0,1,12,0.0,1,45,1,Budget Explorers,11.845979,-0.06697086
406373,Canada,Quebec,Montreal,H2Y 2W2,Female,College,,Divorced,Star,4540.99,Standard,2017,1,,,0.0,0.0,173.04545454545453,0.6045156220131264,0.118645313396062,0,0,0.014672551,0,Low,0,0,17,0.0504823872560017,1,10,1,Budget Explorers,14.986195,2.7782247
492757,Canada,Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,79420.0,Married,Star,4547.32,Standard,2013,10,,,0.0,0.8181818181818182,95.97272727272728,0.5685010938595187,0.3749042172966898,0,0,0.018995147,0,Low,0,0,18,0.014372213720141,1,49,1,Budget Explorers,16.665537,3.8555403
728655,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Married,Star,4548.29,Standard,2014,2,,,0.0,1.0,-228.9090909090909,0.4166903846562308,0.4749928846031307,0,0,0.17470732,0,Low,0,0,23,0.0,1,45,1,Budget Explorers,18.5031,-0.0091282325
437407,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Star,4549.08,Standard,2017,2,,,0.1818181818181818,0.1818181818181818,127.23636363636363,0.5831099594316179,0.2523397394432419,0,0,0.15236573,0,Low,0,2,13,0.0314774073447283,1,9,1,Budget Explorers,12.852425,2.1172292
436975,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Doctor,147104.0,Married,Star,4550.86,Standard,2015,7,,,0.2727272727272727,0.7272727272727273,-231.5909090909091,0.4154372252076209,0.502641559710441,0,0,0.011724234,0,Low,0,3,17,0.0397428404441846,1,28,1,Budget Explorers,15.178026,2.731584
126097,Canada,Ontario,Toronto,P5S 6R4,Male,College,,Single,Star,4551.06,Standard,2015,4,,,0.0909090909090909,1.0,-31.87272727272727,0.5087614961449418,0.4837351875201538,0,0,0.013770035,0,Low,0,1,24,0.0,1,31,1,Budget Explorers,18.020779,-0.021154502
779046,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,4551.06,Standard,2016,4,,,0.0909090909090909,0.6363636363636364,87.8,0.5646821435398569,0.3578680842107702,0,0,0.23923972,0,Low,0,1,16,0.027492305284574,1,19,1,Budget Explorers,14.656637,2.5208583
638618,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,76590.0,Married,Star,4553.81,Standard,2014,8,,,0.0909090909090909,1.0,-230.87272727272727,0.4157728170599605,0.5116317912456482,0,0,0.38432097,1,Medium,0,1,16,0.0,1,39,1,Budget Explorers,14.5431385,3.10609
627893,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,97878.0,Married,Star,4554.91,Standard,2015,4,,,0.0,0.9090909090909092,365.7272727272728,0.6945519423971455,0.364361690008129,0,0,0.00373931,0,Low,0,0,13,0.0235700053457744,1,31,1,Budget Explorers,12.721702,2.2471218
444092,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Star,4558.5,Standard,2016,6,,,0.0,0.8181818181818182,567.4909090909091,0.7888320129139144,0.3088049415803711,0,0,0.03242944,0,Low,0,0,35,0.0059617715927395,1,17,1,Budget Explorers,17.246593,7.869615
975614,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,59500.0,Married,Star,4558.97,Standard,2014,11,,,0.0,1.0,306.5181818181818,0.6668847305707186,0.3999345808287844,0,0,0.017855627,0,Low,0,0,17,0.0,1,36,1,Budget Explorers,15.116954,3.7947702
269960,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,77282.0,Married,Star,4563.86,Standard,2014,8,,,0.0,1.0,25.827272727272728,0.5357235402816423,0.4392829379155073,0,0,0.13797061,0,Low,0,0,20,0.0,1,39,1,Budget Explorers,19.091959,2.4632022
327530,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Single,Star,4566.38,Standard,2017,2,,,0.0,0.4545454545454545,152.61818181818182,0.5949703702130372,0.2578725252997251,0,0,0.044716064,0,Low,0,0,15,0.0318333483632428,1,9,1,Budget Explorers,13.921656,2.3109012
511342,Canada,Ontario,Toronto,P1W 1K4,Female,College,,Single,Star,4566.38,Standard,2016,11,,,0.0,0.5454545454545454,526.9818181818182,0.7699029332427094,0.2326654836635507,0,0,0.006687002,0,Low,0,0,14,0.0187230931687109,1,12,1,Budget Explorers,13.243227,2.2697062
254575,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Star,4572.04,Standard,2012,8,,,0.1818181818181818,0.4545454545454545,118.05454545454543,0.5788194813194283,0.3354450646950806,0,0,0.008006216,0,Low,0,2,15,0.0186982425900251,1,63,1,Budget Explorers,13.794456,2.3315933
301563,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Divorced,Star,4582.65,Standard,2016,8,,,0.0909090909090909,1.0,81.47272727272727,0.5617255368407639,0.4678459753114072,0,0,0.017956495,0,Low,0,1,18,0.0,1,15,1,Budget Explorers,16.384203,4.013106
613234,Canada,British Columbia,Vancouver,V6E 3D9,Female,High School or Below,58212.0,Married,Star,4582.69,Standard,2012,8,,,0.0909090909090909,1.0,35.38181818181818,0.5401881863171981,0.4743071804684769,0,0,0.0012934358,0,Low,0,1,22,0.0,1,63,1,Budget Explorers,19.187273,0.61335546
731160,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,80927.0,Married,Star,4582.9,Standard,2013,12,,,0.0,0.0,-127.3181818181818,0.464161763768824,0.1607514708693528,0,0,0.01613705,0,Low,0,0,21,0.0367198432689616,1,47,1,Budget Explorers,19.328308,1.0960462
194959,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,52655.0,Divorced,Star,4590.81,Standard,2014,10,,,0.1818181818181818,1.0,74.35454545454546,0.5583993543042841,0.5052074664359875,0,0,0.0154246595,0,Low,0,2,10,0.0,1,37,1,Budget Explorers,10.838354,0.7005886
973951,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,52655.0,Divorced,Star,4590.81,Standard,2014,4,,,0.0,0.3636363636363636,78.76363636363637,0.5604596333977614,0.2409530190715806,0,0,0.0047886567,0,Low,0,0,16,0.0351551174253406,1,43,1,Budget Explorers,14.591072,2.5226407
304601,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Male,Bachelor,101826.0,Divorced,Star,4595.52,Standard,2016,9,,,0.0,0.6363636363636364,267.55454545454546,0.6486778105817633,0.2963057477345618,0,0,0.044114523,0,Low,0,0,21,0.020696317764649,1,14,1,Budget Explorers,19.517376,1.1989826
553412,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,93662.0,Married,Star,4601.63,Standard,2013,9,,,0.0,0.1818181818181818,-21.581818181818186,0.5135702300290989,0.2004743855367248,0,0,0.0054470347,0,Low,0,0,17,0.0529262261299629,1,50,1,Budget Explorers,14.956957,2.8025424
568484,Canada,Ontario,Toronto,M1R 4K3,Female,College,,Divorced,Star,4605.27,Standard,2015,4,,,0.0,1.0,30.55454545454545,0.5379324993097003,0.4386202502070899,0,0,0.012298718,0,Low,0,0,21,0.0,1,31,1,Budget Explorers,19.92775,1.2560881
166911,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,66651.0,Married,Star,4605.87,Standard,2012,6,,,0.0,0.8181818181818182,126.91818181818182,0.5829612794970371,0.3705661616054343,0,0,0.0009930094,0,Low,0,0,21,0.0356521430346933,1,65,1,Budget Explorers,19.338085,1.1257808
960555,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,139884.0,Single,Star,4607.24,Standard,2012,12,,,1.0,1.0,0.0,0.5236549775918099,0.842903506722457,1,1,0.9995732,1,High,1,72,0,0.0,1,59,4,Drifting Stars,-3.2086585,13.306803
307166,Canada,Quebec,Montreal,H2T 9K8,Female,High School or Below,53315.0,Married,Star,4617.39,Standard,2012,9,,,0.1818181818181818,0.2727272727272727,-390.9727272727273,0.3409613219770184,0.3522570579523489,0,0,0.0011082771,0,Low,0,2,29,0.0170280395050516,1,62,1,Budget Explorers,17.19655,7.0599213
799857,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,62030.0,Divorced,Star,4617.84,Standard,2012,10,,,0.0,1.0,341.03636363636366,0.683014379473673,0.3950956861578981,0,0,0.00013214942,0,Low,0,0,16,0.0,1,61,1,Budget Explorers,14.351268,3.2693326
648648,Canada,Ontario,London,M5B 3E4,Male,Bachelor,101643.0,Married,Star,4619.45,Standard,2015,9,,,0.0909090909090909,0.5454545454545454,53.98181818181818,0.5488795904929803,0.3353361228521059,0,0,0.011557474,0,Low,0,1,13,0.0229402633243258,1,26,1,Budget Explorers,12.832804,2.1308866
301794,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Star,4620.39,Standard,2012,5,,,0.0,0.2727272727272727,256.04545454545456,0.6432998449480682,0.1888282283337613,0,0,8.8175526e-05,0,Low,0,0,6,0.072200017008249,1,66,1,Budget Explorers,11.042423,1.8420928
286954,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,102934.0,Single,Star,4623.62,Standard,2013,2,,,0.0,0.5454545454545454,10.145454545454545,0.5283957435058729,0.3051176405846017,0,0,0.043141637,0,Low,0,0,11,0.0231898292137283,1,57,1,Budget Explorers,12.013811,1.7052327
772437,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,90071.0,Divorced,Star,4626.8,Standard,2015,1,,,0.0,0.4545454545454545,-284.8818181818182,0.3905354601643976,0.3192029983143171,0,0,0.08486439,0,Low,0,0,19,0.024589873507423,1,34,1,Budget Explorers,17.607496,3.0429642
834270,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,90071.0,Divorced,Star,4626.8,Standard,2012,11,,,0.0,1.0,182.13636363636363,0.6087636201440072,0.4173709139567978,0,0,0.0065979646,0,Low,0,0,16,0.0,1,60,1,Budget Explorers,14.34336,3.270935
673934,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Single,Star,4629.0,Standard,2012,9,,,0.0,1.0,-12.372727272727271,0.5178734521356811,0.4446379643592956,0,0,0.00067179336,0,Low,0,0,7,0.0,1,62,1,Budget Explorers,9.915652,1.3307427
355184,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Star,4629.97,Standard,2013,12,,,0.0909090909090909,0.6363636363636364,-24.73636363636364,0.5120961746776832,0.3736438748694223,0,0,0.008291767,0,Low,0,1,12,0.0469392896128978,1,47,1,Budget Explorers,12.317959,1.9586482
839295,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,89094.0,Married,Star,4631.01,Standard,2013,7,,,0.2727272727272727,0.3636363636363636,-140.92727272727274,0.4578025105668953,0.3808410650117495,0,0,0.045458928,0,Low,0,3,13,0.0270857211799481,1,52,1,Budget Explorers,12.828038,2.0810359
920966,Canada,Ontario,Trenton,K8V 4B2,Male,High School or Below,75379.0,Single,Star,4633.34,Standard,2017,3,,,0.0,0.2727272727272727,295.1363636363636,0.6615662369108558,0.183348310744925,0,0,0.004739749,0,Low,0,0,13,0.0274862568715642,1,8,1,Budget Explorers,12.745046,2.2486217
992072,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,68677.0,Married,Star,4633.45,Standard,2013,2,,,0.0,1.0,321.3636363636364,0.6738217115184469,0.3978534865444659,0,0,0.036505975,0,Low,0,0,17,0.0,1,57,1,Budget Explorers,15.088569,3.795077
159233,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Married,Star,4634.73,Standard,2017,6,,,0.0909090909090909,1.0,21.163636363636364,0.5335443172405006,0.4763003411914862,0,0,0.031593453,0,Low,0,1,1,0.0,1,5,1,Budget Explorers,9.605335,1.4887346
145480,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Master,123828.0,Married,Star,4636.55,Standard,2013,5,,,0.0,0.4545454545454545,690.2363636363636,0.8461884836770672,0.1825070912605161,0,0,0.047294993,0,Low,0,0,20,0.0144196987749366,1,54,1,Budget Explorers,18.840725,2.2924378
371191,Canada,Ontario,Ottawa,K1F 2R2,Female,Master,123828.0,Married,Star,4636.55,Standard,2016,12,,,0.0,1.0,112.64545454545454,0.5762919224315542,0.4271124232705336,0,0,0.0049255528,0,Low,0,0,18,0.0,1,11,1,Budget Explorers,16.326319,4.201989
514552,Canada,Alberta,Edmonton,T3G 6Y6,Female,Master,123828.0,Married,Star,4636.55,Standard,2013,4,,,0.0,1.0,-360.1181818181818,0.3553790276332279,0.4933862917100317,0,0,0.014289166,0,Low,0,0,13,0.0,1,55,1,Budget Explorers,12.7359085,-0.3703398
615673,Canada,British Columbia,Vancouver,V1E 4R6,Male,Master,123828.0,Married,Star,4636.55,Standard,2015,8,,,0.0,0.2727272727272727,-46.18181818181818,0.5020751470869353,0.2311956376921012,0,0,0.041434925,0,Low,0,0,14,0.0756735142700055,1,27,1,Budget Explorers,13.155067,2.1168256
692252,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,123828.0,Married,Star,4636.55,Standard,2015,1,,,0.0,1.0,118.66363636363636,0.5791040971941973,0.4262687708417407,0,0,0.017447814,0,Low,0,0,12,0.0,1,34,1,Budget Explorers,11.863645,-0.19027424
828481,Canada,Ontario,Toronto,M2M 7K8,Male,Master,123828.0,Married,Star,4636.55,Standard,2015,7,,,0.1818181818181818,0.6363636363636364,-448.8181818181818,0.3139313098702237,0.4694569706752965,0,0,0.18273392,0,Low,0,2,19,0.0138221153846153,1,28,1,Budget Explorers,17.887327,2.6820397
210752,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,102899.0,Married,Star,4637.03,Standard,2013,7,,,0.0,0.0,-388.1454545454545,0.3422824493957223,0.1973152651812832,0,0,0.012349697,0,Low,0,0,21,0.0107630704569335,1,52,1,Budget Explorers,19.688562,1.2420206
115405,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,50797.0,Single,Star,4637.16,Standard,2015,7,,,0.1818181818181818,0.7272727272727273,-143.3272727272727,0.4566810390603429,0.453904779190988,0,0,0.03437471,0,Low,0,2,19,0.0175971538040503,1,28,1,Budget Explorers,17.821878,2.7494419
956619,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,52657.0,Married,Star,4639.98,Standard,2015,9,,,0.1818181818181818,1.0,99.5909090909091,0.5701917971156093,0.5016697335925899,0,0,0.004973153,0,Low,0,2,2,0.0,1,26,1,Budget Explorers,9.605168,1.477508
754774,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,4642.02,Standard,2015,6,,,0.0,0.4545454545454545,283.1454545454545,0.6559631273762241,0.2395746981507691,0,0,0.003854525,0,Low,0,0,13,0.0665869435234005,1,29,1,Budget Explorers,12.805015,1.9921067
289354,Canada,Ontario,Kingston,M9K 2P4,Female,Doctor,75517.0,Divorced,Star,4643.41,Standard,2012,11,,,0.0,0.3636363636363636,442.5,0.7304262866124339,0.1899630231071789,0,0,0.00049638003,0,Low,0,0,19,0.0324245784422437,1,60,1,Budget Explorers,17.512014,3.0872436
613908,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Married,Star,4644.9,Standard,2012,9,,,0.1818181818181818,0.6363636363636364,-248.13636363636363,0.4077058686094179,0.4413246030535382,0,0,0.008918336,0,Low,0,2,22,0.0158409847644031,1,62,1,Budget Explorers,19.027433,0.6027308
754264,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Single,Star,4645.84,Standard,2015,8,,,0.2727272727272727,1.0,-198.45454545454547,0.4309211783946815,0.5798145555725046,1,1,0.9886847,1,High,1,3,11,0.0,1,27,1,Budget Explorers,11.261981,0.58105904
634423,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Master,128352.0,Single,Star,4650.06,Standard,2016,9,,,0.0,0.1818181818181818,-286.8818181818182,0.3896009005756038,0.2376651843727734,0,0,0.02222391,0,Low,0,0,19,0.0231497584541062,1,14,1,Budget Explorers,17.598364,3.0463831
342679,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,4652.89,Standard,2015,4,,,0.2727272727272727,0.8181818181818182,-236.78181818181807,0.413011618274888,0.5306419690629882,0,0,0.32849094,0,Medium,0,3,19,0.0149198747467305,1,31,1,Budget Explorers,17.855515,2.6960158
717806,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Married,Star,4652.91,Standard,2015,12,,,0.0,0.4545454545454545,258.91818181818184,0.6446422123574267,0.2429709726564083,0,0,0.01600588,0,Low,0,0,11,0.0458204334365325,1,23,1,Budget Explorers,12.073717,1.8369675
226511,Canada,British Columbia,Victoria,V10 6T5,Female,College,,Single,Star,4653.09,Standard,2013,9,,,0.1818181818181818,0.3636363636363636,-49.08181818181818,0.5007200356831844,0.3316021711132265,0,0,0.012845294,0,Low,0,2,12,0.0371169377143489,1,50,1,Budget Explorers,12.381331,1.9262002
586100,Canada,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Star,4653.09,Standard,2017,1,,,0.0,0.7272727272727273,11.954545454545457,0.5292410951339183,0.3594094896416426,0,0,0.03550553,0,Low,0,0,21,0.0130134200894672,1,10,1,Budget Explorers,19.61561,1.22273
566808,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,91825.0,Married,Star,4654.58,Standard,2014,11,,,0.0,0.0,303.26363636363635,0.6653639472398633,0.100390815828041,0,0,0.015239179,0,Low,0,0,25,0.0345015089312416,1,36,1,Budget Explorers,17.752857,-0.26131582
665548,Canada,Quebec,Montreal,H2Y 4R4,Female,College,,Married,Star,4654.95,Standard,2013,9,,,0.0,0.0909090909090909,22.181818181818183,0.5340200930311592,0.1670666993633795,0,0,0.049776245,0,Low,0,0,26,0.0220868419814649,1,50,1,Budget Explorers,17.360023,-0.23649482
327470,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,4655.39,Standard,2013,6,,,0.0909090909090909,1.0,233.9909090909091,0.6329942014825514,0.4464653759188709,0,0,0.09168953,0,Low,0,1,19,0.0,1,53,1,Budget Explorers,17.638954,2.519027
584017,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,4656.49,Standard,2012,8,,,0.1818181818181818,1.0,-36.21818181818182,0.5067309530383807,0.5207079868157585,0,0,0.20625347,0,Low,0,2,13,0.0,1,63,1,Budget Explorers,12.472833,0.17068581
287414,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,4660.01,Standard,2012,9,,,0.0909090909090909,1.0,220.9272727272728,0.6268898281684757,0.4482966879130936,0,0,0.002310683,0,Low,0,1,19,0.0,1,62,1,Budget Explorers,17.629986,2.5242584
227008,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,4665.25,Standard,2013,8,,,0.0,0.0,89.5,0.5654765191903316,0.1303570442429005,0,0,0.019507822,0,Low,0,0,15,0.072831617560052,1,51,1,Budget Explorers,13.777046,2.320539
540918,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,76153.0,Married,Star,4666.64,Standard,2015,9,,,0.0,1.0,378.1181818181818,0.7003419638495361,0.3898974108451392,0,0,0.0433859,0,Low,0,0,23,0.0,1,26,1,Budget Explorers,18.493834,0.02071151
518771,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,87635.0,Married,Star,4669.23,Standard,2013,12,,,0.0,1.0,312.8545454545455,0.6698455852679425,0.3990463244196172,0,0,0.007599131,0,Low,0,0,11,0.0,1,47,1,Budget Explorers,10.770812,0.42268768
148368,Canada,Alberta,Peace River,T9O 2W2,Male,College,,Married,Star,4670.05,Standard,2016,3,,,0.0,1.0,141.84545454545454,0.5899364924279433,0.4230190522716169,0,0,0.040834602,0,Low,0,0,27,0.0,1,20,1,Budget Explorers,17.136827,6.7502403
371164,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,83071.0,Divorced,Star,4670.06,Standard,2015,5,,,0.1818181818181818,1.0,-171.8909090909091,0.4433338289331153,0.5397271240473381,0,0,0.15311734,0,Low,0,2,14,0.0,1,30,1,Budget Explorers,13.00867,0.20891562
299278,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,70850.0,Married,Star,4673.2,Standard,2013,5,,,0.0,0.0,-196.55454545454543,0.4318090100040356,0.1704572969987892,0,0,0.06253435,0,Low,0,0,21,0.0148315140009492,1,54,1,Budget Explorers,19.598364,1.2214395
526644,Canada,Ontario,Ottawa,K1F 2R2,Female,Doctor,195322.0,Single,Star,4679.98,Standard,2014,12,,,0.0909090909090909,0.7272727272727273,-7.518181818181818,0.5201418831375715,0.398502889604183,0,0,0.0029229939,0,Low,0,1,19,0.0231145301603278,1,35,1,Budget Explorers,17.724802,2.9091673
681309,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,59661.0,Divorced,Star,4682.25,Standard,2016,11,,,0.0,1.0,-98.2909090909091,0.4777256218007265,0.456682313459782,0,0,0.010107033,0,Low,0,0,26,0.0,1,12,1,Budget Explorers,17.263136,-0.15752384
894620,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,50337.0,Married,Star,4683.44,Standard,2016,8,,,0.0,0.8181818181818182,-67.07272727272728,0.4923132473821712,0.397760571239894,0,0,0.04692158,0,Low,0,0,22,0.0156864159244167,1,15,1,Budget Explorers,19.153416,0.5516253
217792,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,74413.0,Married,Star,4686.47,Standard,2014,9,,,0.0,0.7272727272727273,-73.04545454545455,0.4895223126101825,0.3713251243987634,0,0,0.03632047,0,Low,0,0,12,0.0205965579626107,1,38,1,Budget Explorers,12.279374,2.0065036
290024,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,74413.0,Married,Star,4686.47,Standard,2017,5,,,0.0,1.0,259.03636363636366,0.644697436333128,0.4065907691000616,0,0,0.003995757,0,Low,0,0,7,0.0,1,6,1,Budget Explorers,9.876226,1.26116
429933,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,74413.0,Married,Star,4686.47,Standard,2017,1,,,0.0,1.0,496.2545454545455,0.7555446995603322,0.3733365901319003,0,0,0.01769404,0,Low,0,0,20,0.0,1,10,1,Budget Explorers,19.046915,2.4597719
920545,Canada,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,74413.0,Married,Star,4686.47,Standard,2014,6,,,0.0909090909090909,0.2727272727272727,308.4909090909091,0.6678065461651197,0.2178398543322822,0,0,0.005306826,0,Low,0,1,25,0.0297653996375054,1,41,1,Budget Explorers,17.642796,-0.2452068
407173,Canada,Ontario,Trenton,K8V 4B2,Female,College,,Single,Star,4692.66,Standard,2013,3,,,0.0909090909090909,0.7272727272727273,-318.94545454545454,0.3746182111679871,0.4421599911950584,0,0,0.012380193,0,Low,0,1,11,0.0641711229946524,1,56,1,Budget Explorers,11.993112,1.8163185
720007,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,4697.15,Standard,2012,12,,,0.1818181818181818,0.5454545454545454,144.57272727272726,0.5912108918672077,0.359000368803474,0,0,0.0028493323,0,Low,0,2,17,0.0558237012574622,1,59,1,Budget Explorers,15.066745,2.8674006
954424,Canada,Ontario,Kingston,M9K 2P4,Female,College,,Single,Star,4698.76,Standard,2016,1,2018.0,8.0,0.0909090909090909,0.0909090909090909,-73.95454545454545,0.4890975127970944,0.2169071097972353,2,1,0.050542504,0,Low,0,1,18,0.0388233537404808,1,22,1,Budget Explorers,16.755539,3.4913843
491253,Canada,New Brunswick,Moncton,E1A 2A7,Female,College,,Single,Star,4700.42,Standard,2015,8,,,0.0,0.4545454545454545,143.85454545454544,0.590875300014868,0.2591010463591759,0,0,0.0012205761,0,Low,0,0,8,0.0591235360785795,1,27,1,Budget Explorers,11.261745,1.6714085
144756,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,88028.0,Married,Star,4700.58,Standard,2015,7,,,0.1818181818181818,1.0,-86.43636363636364,0.483265011363395,0.5277477693182543,0,0,0.046645567,0,Low,0,2,12,0.0,1,28,1,Budget Explorers,11.876223,0.18788144
670040,Canada,Newfoundland,St. John's,A1C 6H9,Male,College,,Single,Star,4705.59,Standard,2012,12,,,0.1818181818181818,1.0,-460.0090909090909,0.3087020241711094,0.58011666547594,1,1,0.8950998,1,High,1,2,12,0.0,1,59,1,Budget Explorers,11.874224,0.19906652
634807,Canada,Alberta,Calgary,T3E 2V9,Female,College,,Single,Star,4706.68,Standard,2012,8,,,0.0,1.0,-82.76363636363637,0.4849812026082709,0.4545056392175187,0,0,0.0024232792,0,Low,0,0,18,0.0,1,63,1,Budget Explorers,16.262205,4.2293096
129429,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,4709.52,Standard,2016,12,,,0.0,0.5454545454545454,301.58181818181816,0.6645780675856503,0.2642629433606685,0,0,0.037150905,0,Low,0,0,19,0.0345413363533408,1,11,1,Budget Explorers,17.458569,3.1237626
966285,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,4711.85,Standard,2016,4,,,0.1818181818181818,1.0,-161.3909090909091,0.4482402667742827,0.5382551926949879,0,0,0.4295962,1,Medium,0,2,10,0.0,1,19,1,Budget Explorers,10.870337,0.6946826
