Loyalty Number,Table,Anomaly Type,Details,Recommended Action
410202,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24127.50 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
555745,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24127.50 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
977550,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24127.50 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
448812,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24143.88 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
436282,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24186.88 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
636213,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24238.66 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
864128,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24258.71 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
424098,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24337.38 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
740083,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24338.51 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
292384,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24552.87 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
596911,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24636.97 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
636749,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24672.66 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
681032,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24723.18 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
237107,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24826.89 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
896095,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24868.24 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
448751,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 24980.23 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
719300,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25002.02 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
767175,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25030.38 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
733467,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25093.57 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
605768,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25169.19 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
963067,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25253.10 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
348994,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25390.55 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
376725,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25401.52 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
324997,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25464.82 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
464256,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25464.82 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
160905,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25581.61 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
365557,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25581.61 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
196757,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25626.71 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
321027,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25626.71 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
113779,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25640.24 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
624881,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25763.41 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
219270,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25807.06 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
282259,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25807.06 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
529544,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25807.06 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
870281,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25830.91 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
399943,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25900.20 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
763406,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 25997.75 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
280822,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26134.91 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
572073,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26180.81 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
683901,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26197.41 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
790008,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26197.41 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
841324,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26197.41 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
699281,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26200.83 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
667275,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26223.81 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
953693,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26223.81 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
150301,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26232.85 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
606004,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26338.59 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
268414,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26346.09 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
643669,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26346.09 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
267306,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26416.25 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
846313,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26453.94 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
266640,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26462.76 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
107730,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26511.60 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
649194,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26770.45 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
450665,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26843.12 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
574688,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26864.20 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
403764,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 26900.27 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
999513,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27064.46 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
833148,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27069.50 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
915009,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27287.50 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
375467,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27382.82 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
600541,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27440.61 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
116735,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27443.47 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
247551,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27443.47 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
206050,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27495.42 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
675409,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27564.74 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
144615,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27666.30 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
933187,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27776.29 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
239476,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27789.69 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
568870,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27789.69 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
750153,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27789.69 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
351937,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27929.96 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
717229,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27937.75 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
996900,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27937.75 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
260000,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27945.89 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
615131,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 27990.27 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
813352,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28393.33 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
206925,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28432.00 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
467359,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28432.00 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
191626,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28486.07 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
644865,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28685.83 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
821918,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28799.95 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
972129,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28799.95 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
149348,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28824.06 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
960959,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 28824.06 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
837269,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29049.71 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
611029,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29091.24 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
602585,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29232.69 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
960441,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29577.28 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
709724,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29589.94 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
355578,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29676.81 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
740063,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29676.81 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
961965,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29830.39 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
167491,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29874.74 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
651377,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 29973.42 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
680738,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30061.69 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
108430,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30081.37 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
776443,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30141.62 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
398839,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30286.69 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
243273,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30475.78 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
187838,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30591.61 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
946439,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30591.61 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
530880,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30763.26 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
904397,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30850.59 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
939399,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30859.36 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
300371,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 30909.22 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
499874,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 31269.27 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
532997,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 31316.61 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
103969,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 31410.93 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
173673,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 31516.51 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
562510,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 31920.77 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
183129,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32021.40 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
483274,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32227.08 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
880402,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32269.85 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
525612,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32474.77 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
103151,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32613.69 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
961440,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32613.69 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
171350,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32643.08 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
944636,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32677.34 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
300460,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32725.30 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
224178,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32777.30 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
212301,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32861.26 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
798533,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32871.75 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
905854,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 32961.15 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
571992,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 33053.27 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
974875,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 33053.27 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
191656,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 33451.79 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
255320,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 33473.35 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
688132,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 33473.35 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
498028,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 33873.18 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
339880,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 34243.51 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
181184,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 34611.38 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
906217,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 34611.38 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
273054,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 34708.87 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
728009,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 34931.00 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
401824,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35062.65 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
278013,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35186.26 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
759551,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35440.14 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
512471,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35444.31 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
402966,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35537.85 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
834576,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35692.17 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
867561,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35850.60 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
578998,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35900.08 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
863262,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35944.71 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
744181,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 35984.10 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
380001,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 36057.54 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
648455,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 36057.54 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
545534,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 36181.03 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
923527,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 36181.03 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
491481,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 36470.30 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
309041,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 36695.91 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
187077,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 36860.91 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
939571,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 36946.06 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
912940,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 37150.83 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
302827,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 38230.21 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
168290,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 38445.86 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
856496,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 38496.95 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
491907,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 38545.71 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
675419,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 39400.19 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
447771,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 39769.56 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
849510,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 40440.76 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
687533,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 40636.67 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
767971,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 40636.67 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
683276,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41075.43 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
225746,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41143.09 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
248497,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41143.09 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
379562,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41491.74 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
343139,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41745.01 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
345765,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41745.01 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
123525,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41787.90 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
175528,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41787.90 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
374967,Customer Loyalty History,CLV Outlier (>3 IQR),CLV: 41787.90 (Upper Bound: 23819.80),High-value customer outlier. Treat as a separate segment or evaluate for model truncation
